PartNo,Description,Logic,Category
GH59-14661A,UNIT-SD SOCKET_FPCB
GH59-15067A,KEY FPCB-IF CTC FPCB(SM-T725)
GH59-15068A,CON TO CON FPCB-SIM SD_SM-T725
GH61-09465A,GUIDE-HYBRID_TRAY_ZK
GH61-09466B,GUIDE-NANO_TRAY_ZW
GH81-17189A,"SVC JDM-TAPE BATTERY_SM-T295,SVC"
GH81-17206A,"SVC JDM PBA-MAIN(LTE/COMM)SM-T295,ROW"
GH82-19849A,"SVC SUB PBA-SM-T725N,SVC_SIM PBA,COMM;SM"
GH96-08658A,ASSY SPEAKER-SPK+L
GH96-09868A,"ASSY CAMERA-MODULE, 8M, 108T819-C0"
GH59-14937A,KEY FPCB-ELA CAP
GH59-15116A,CON TO CON FPCB-OCTA PBA (SM-T865)
GH82-17343A,"SVC SUB PBA-(SM-T835),SVC_ANT,COMM,EUR;S"
GH82-17344A,"SVC SUB PBA-(SM-T835),SVC_USB,COMM,EUR;S"
GH59-15065A,"UNIT-OCTA FPCB, T725"
GH96-12577A,ASSY CAMERA-13MP_5MP_DUAL_CAMERA
GH82-19674A,"SVC ASSY SMT-OCTA(SVC/E/ZK),SM-A405F"
GH82-19711A,"SVC PBA-MAIN (SVC/COMM),SM-A505FN/1DS"
GH96-12467A,ASSY MODULE-OPTICAL FINGER SCAN SENSOR
1205-005814,IC-NFC/RFID
3001-002856,SPEAKER
GH59-12910A,UNIT-IF CON PCB ASSY(GT-N5100)
GH82-18134A,SVC PBA-MAIN(COMM)
GH82-18135A,SVC PBA-MAIN(SVC/COMM);SM-J415FN/32D;SM-
GH96-12540A,ASSY SUB PBA-MODULE_NEW (SM-M205F)
GH96-12234A,ASSY SPEAKER-SM-G975F
GH43-04922A,"INCELL BATTERY PACK-EB-BR500ABU,230,30"
GH43-04532B,"INCELL BATTERY PACK-EB-BR720ABE,250MAH"
GH43-04857A,"INCELL BATTERY PACK-EB-BR810ABU,270,30"
AD43-00218A,"INNER BATTERY PACK-B740AK,2330MAH;B740AK"
GH59-15085A,CON TO CON FPCB-USB SM-F907N
GH82-20241A,"SVC SUB PBA-SM-F907N,SUB PBA,KOR,SVC;SM-"
GH82-20794A,SVC COVER ASSY-B/G;COMM1_ATO_ZS_F907B_VN
GH82-20794B,SVC COVER ASSY-B/G;COMM1_ATO_ZK_F907B_VN
GH82-21195B,"SVC ASSY SMT-OCTA(E/ZK/PF)SM-F907B,5G"
GH96-12284A,ASSY MODULE-SPK FPCB SUB MODULE
GH67-04073A,RUBBER-WING TIP L2_NEW_ZK
GH82-15611A,SVC CASE ASSY-BEANS CRADLE(SM-R140/ZI)
GH82-15617A,SVC CASE ASSY-CHARGER CRADLE(R150/ZK)
GH82-15619A,SVC CASE ASSY-CHARGER CRADLE(R150/ZB)
GH82-18747A,"A/S ASSY CH SET-E SM-R170NZWAATO(R),"
GH82-18769B,"SVC CASE ASSY-CRADLE_EB-BR170ABU,COM1_ZW"
GH82-18769D,"SVC CASE ASSY-CRADLE_EB-BR170ABU,COM1_ZS"
GH82-20848A,"A/S ASSY CH SET-E SM-R170NZSABVO(L),"
GH82-20849A,"A/S ASSY CH SET-E SM-R170NZSABVO(R),"
GH96-12131A,"ASSY VT CAMERA-1/5""_5M(SM-J415F)"
GH96-09861A,"ASSY VT CAMERA-1/6"" 2M FHD(SM-T719)"
GH96-12267A,"ASSY VT CAMERA-1/3""_10M(SM-G975F)"
GH96-12465A,"ASSY CAMERA-1/2.8""_16M(SM-A305F)"
GH81-17407A,A/S PROTECTOR FILM-UV FILM
GH82-22134E,"SVC ASSY SMT-OCTA (E/ZA/PF),SM-G986"
GH82-22133A,"SVC BATT ASSY-MAIN,G986B,EB-BG985ABY,30"
GH82-22135A,"A/S REPAIR KIT-SVC;SM-G986,GLOBAL KIT;S;"
GH82-22132A,"SVC PBA-MAIN(COMM)SM-G986B/128,EUA,SVC"
GH81-16832A,"A/S-SPONGE BATT;SM-A705FN,SR J030SD+T0.0"
GH96-11666A,ASSY SPEAKER-MODULE (SM-A600FN)
GH31-00746A,MOTOR DC VIBRATION-VIBRATION (SM-G600FY)
GH02-20352A,TAPE DOUBLE FACE-B-COVER
GH96-12851A,ASSY SUB PBA-HPCB
GH98-44756A,ASSY CASE-REAR
GH82-21576A,SVC COVER ASSY-B/G
GH82-15096A,"A/S REWORK KIT-SM-N950,(RB)USA;SM-N;SM-N"
GH82-16018A,"SVC BATTERY ASSY-SM-G965N,EB-BG965ABA"
GH82-22123A,"SVC ASSY SMT-OCTA(E/ZA/PF)SM-G981,EUA,AS"
GH82-22122A,"SVC BATT ASSY-MAIN,G981B,EB-BG980ABY,30"
GH82-22124A,"A/S REPAIR KIT-SVC;SM-G981,GLOBAL KIT;S;"
GH98-43503A,ASSY CASE-FRONT
GH82-17868A,SVC COVER ASSY-REAR;COMM1_ZK_J610FN_VN;S
GH82-18378G,SVC COVER ASSY-B/G;COMM1_PR ZS_VN;SM-G97
GH82-22134A,"SVC ASSY SMT-OCTA(E/ZK/PF)SM-G986,EUA,AS"
GH82-21634A,SVC COVER ASSY-B/G
GH39-02060A,DATA LINK CABLE-EP-DG980BBE
GH82-22217B,SVC COVER ASSY-B/G
GH02-19634A,TAPE WATERPROOF-BACK_GLASS_OUT_5G
GH82-21668A,"SVC BATT ASSY-EB-BA515ABY,SER,SVC"
GH98-39726A,ASSY CASE-REAR_LTE_ZK_SVC(VIETNAM)
GH97-21696C,SVC ASSY SMT-OCTA ASSY(E/GRAY)
GH82-22152A,"SVC ASSY SMT-OCTA(E/ZK)SM-A715,XEO,AS"
GH82-22153A,"SVC BATT ASSY-MAIN,EB-BA715ABY,4370,30;S"
GH82-22151A,"SVC PBA-MAIN(COMM)SM-A715F/128,XEO,SVC"
GH82-22217A,SVC COVER ASSY-B/G
GH82-22215B,SVC ASSY SMT-OCTA(E/ZP/PF)SM-F700
GH82-22207A,"SVC BATT ASSY-MAIN,EB-BF700ABY,30,SVC"
GH82-22208A,"SVC BATT ASSY-SUB,EB-BF701ABY,30,SVC;SM;"
GH02-20435A,TAPE DOUBLE FACE-TAPE BACK GLASS
GH02-20437A,TAPE DOUBLE FACE-TAPE SUB GLASS
GH81-17229A,"SVC JDM-SUB PBA SM-T290,WIFI"
GH81-17207A,SVC JDM PBA-MAIN(WIFI/COMM)SM-T290
GH82-22055B,"SVC ASSY SMT-OCTA(E/ZS)SM-N770,CAU"
GH59-15249A,CON TO CON FPCB-CTC FPCB_SM-N770F
GH82-20835A,"SVC PBA-MAIN(COMM)SM-N975F/256D,XEF,SVC"
GH82-21669A,"SVC ASSY SMT-OCTA(E/ZW),SM-A515F,CIS,SVC"
GH98-45033B,ASSY CASE-REAR
GH82-21653B,SVC COVER ASSY-B/G
GH82-19671A,"SVC PBA-MAIN(COMM)SM-T515/3R2,ITV,SVC;SM"
GH82-22271A,"SVC ASSY SMT-OCTA(E/ZK/PF)SM-G988,EUA,AS"
GH82-22272A,"SVC BATT ASSY-MAIN,G988B,EB-BG988ABY,30"
GH96-13111A,"ASSY CAMERA-108M,1/3(SM-G988U)"
GH96-13305A,"ASSY CAMERA-307K,1/6,(SM-G988B)"
GH96-13096A,"ASSY CAMERA-12M CMOS_1/2.55""_G988B"
GH82-22280A,"A/S REPAIR KIT-SVC;SM-G988,GLOBAL KIT;S;"
GH96-13051A,ASSY CAMERA-12M AF/64M AF(SM-G986B)
GH82-17462A,SVC COVER ASSY-REAR
1205-005871,IC-NFC/RFID
GH59-14974A,EAR JACK FPCB-SM_G970F
GH59-15213A,CON TO CON FPCB-SM-G986B
GH82-21353A,A/S REPAIR KIT-SVC_SM-F907N_BACK GLASS
GH82-21352A,A/S REPAIR KIT-SVC_SM-F907N_SUB UB KIT;S
GH96-12939A,ASSY MODULE-SUB MODULE
GH82-18271B,SVC COVER ASSY-REAR;EUROPE ONLY(B)_ZD_VN
GH39-02014A,"CBF COAXIAL CABLE-A705FN,125.7MM,WHITE"
GH97-23209C,MEA REAR-SM-A505FN/DS_ZB
GH02-19866A,TAPE DOUBLE FACE-BACK COVER OUT_VE
GH42-06371A,ANTENNA-MAIN_SM-A105FN
GH97-23445C,MEA REAR-SM-A705FN_E_ZB
GH82-19337A,SVC COVER ASSY-REAR;COMM1_EUR_ZK_T510_VN
GH98-44119A,ASSY CASE-FRONT_EUR
GH02-20014A,TAPE DOUBLE FACE-BACK COVER OUT
GH82-22896A,"SVC ASSY SMT-LCD(M/ZA), SM-P615N,XEF"
GH81-18657A,A/S-TAPE MAIN WINDOW L
GH81-18658A,A/S-TAPE MAIN WINDOW R
GH02-20691A,TAPE DOUBLE FACE-MAIN WINDOW TOP
GH02-20637A,TAPE DOUBLE FACE-MAIN WINDOW BTM
GH96-13088A,ASSY SPEAKER-SM_G981B
GH82-21576D,SVC COVER ASSY-B/G
GH96-12428A,"ASSY VT CAMERA-5M_1/5""_M105F"
GH96-12573A,ASSY CAMERA-13M AF_SM-A105F
GH39-02028A,DATA LINK CABLE-EP-DA705BWE
GH82-22204A,SVC COVER ASSY-B/G
GH96-12560B,"ASSY METAL REAR UNIT-T510_ZS;SM-T510,EUR"
GH59-15056A,"UNIT-SIM SOCKET PBA,SM-T515"
GH98-45033A,ASSY CASE-REAR
GH98-43931D,ASSY COVER-POGO_ZD
GH96-11747A,ASSY METAL REAR UNIT-BLACK
GH82-16929A,SVC COVER ASSY-B/G
GH82-21634D,SVC COVER ASSY-B/G
GH59-15029A,CON TO CON FPCB-MAIN (SM-A505F)
GH96-13065A,ASSY SPEAKER-SM-G986B
GH96-13083A,ASSY SUB PBA-IF (SM_G986B)
GH96-12800A,ASSY STYLUS PEN-SM-T865_GRAY
GH59-15088A,CON TO CON FPCB-USB SM-A202F
GH82-22271B,"SVC ASSY SMT-OCTA (E/ZA/PF),SM-G988;SM-G"
GH96-13300A,ASSY SUB PBA-IF SUB PBA
GH59-15063A,"HEADSET-762704,EHS61"
GH64-07117A,"DECORATION-TRAY SIM NANO SS;SM-J610F,PC,"
GH98-45036B,ASSY SIM TRAY-DS
GH02-08952A,CONDUCTIVE GASKET-TAPE CU SHEET
GH31-00739A,LINEAR VIBRATOR-(SM-G903F)
GH59-14483A,UNIT-SUB KEY FPCB
GH39-01825A,CBF COAXIAL CABLE-SM-G928A
6001-003279,SCREW-MACHINE
GH02-18694A,TAPE DOUBLE FACE-SLIDE WINDOW
GH02-19624A,TAPE WATERPROOF-SUB_UB_OUT
GH02-19631A,TAPE WATERPROOF-BACK_GLASS_TOP_5G
GH02-19632A,TAPE WATERPROOF-BACK_GLASS_BTM_5G
GH02-19633A,TAPE WATERPROOF-BACK_GLASS_SIDE_5G
GH81-16944A,"A/S-UB MAIN PSA TAPE;SM-F900F,FTWA-0107,"
GH82-15557A,SVC COVER ASSY-B/G
GH82-17833D,SVC COVER ASSY-B/G
GH39-01690A,CBF COAXIAL CABLE-38.5MM(SM-G900F)
GH39-01691A,CBF COAXIAL CABLE-40.5MM(SM-G900F)
GH96-07705A,ASSY VT CAMERA-SM_A5000 5M
GH59-14338A,HEADSET-EOEG920BW 3.5PI 4P HYBRID
GH39-01843A,DATA LINK CABLE-WW / TYPE C / PET
GH98-43282A,ASSY RUBBER-WING-EAR TIP PACK - USA_ZK
GH82-18761A,SVC COVER ASSY-REAR
GH42-06301A,ANTENNA-MAIN SM-A202F
GH98-42272A,ASSY CASE-REAR(BLK)
GH82-22131C,"SVC ASSY SMT-OCTA(SVC/E/ZI/PF)G980,XID"
GH82-22068C,SVC COVER ASSY-B/G
GH82-21634E,SVC COVER ASSY-B/G;COMM1_EUR_ZA_G986;SM-
GH82-22123C,SVC ASSY SMT-OCTA(E/ZI/PF)SM-G981
GH82-21413A,A/S ASSY CH SET-E SM-R170NZWAXAR(L)_EVE
GH82-21414A,A/S ASSY CH SET-E SM-R170NZWAXAR(R)_EVE
GH59-15179A,UNIT-CTC FPCB_SM-A715F
GH98-44757B,ASSY SIM TRAY-DS_ZS
GH98-44756B,ASSY CASE-REAR_ZS
GH82-20229A,"SVC ASSY SMT-LCD(SVC/E/ZK)SM-A202F,DBT"
GH97-23407A,MEA REAR-SUB
GH82-19337C,SVC COVER ASSY-REAR;COMM1_EUR_ZD_T510_VN
GH82-18997A,"SVC PBA-MAIN (COMM),SM-G975FC/5D8"
GH96-12416A,"ASSY VT CAMERA-1/2.8""_25M_A505F"
GH39-02012A,"CBF COAXIAL CABLE-A450FN,95.5MM,BLUE"
GH82-22112B,SVC COVER ASSY-B/G
GH82-19337B,SVC COVER ASSY-REAR
GH02-13724A,TAPE DOUBLE FACE-BATTERY
GH82-22123D,SVC ASSY SMT-OCTA(E/LB/PF)SM-G981
GH82-22501A,"SVC PBA-MAIN(COMM)G980B/128,EUB"
GH96-13080A,ASSY SUB PBA-IF (SM_G981B)
GH59-15281A,CON TO CON FPCB-SM-G981B
GH59-15233A,UNIT-FRC FPCB (SM-G981U)
GH82-22068D,SVC COVER ASSY-B/G
GH81-17228A,SVC JDM OCTA-ASSY(E/SIL)
GH81-17319A,SVC JDM-REAR ZS_SM-T290_COMMON TYPE 1;SM
GH82-22861A,"SVC BATT ASSY-EB-BA415ABY,SER,SVC"
GH81-18850A,A/S-TAPE BACK COVER
GH96-12992A,ASSY SUB PBA-MODULE (SM-A515F)
GH59-15202A,CON TO CON FPCB-MAIN_SM-A515FM
GH42-06036A,ANTENNA-MAIN (SM-A530N)
GH82-16011A,"SVC PBA-MAIN(COMM),SM-G965F/256,NZC,SVC"
GH98-44519A,ASSY COVER-RCV SPCC
GH98-43774D,ASSY CASE-REAR_SM-A750N_KOR-B_ZB
GH98-40988J,"ASSY COVER CHARGER-EP-YO760,EU_RED(NEW)"
GH81-18922A,SVC JDM BATT-SCUD-WT-N8_BIS_T295
GH81-17233A,SVC JDM-ETC SIM_TRAY_(SIL)_WIFI
GH44-03053A,"ADAPTOR-EP-TA800;EP-TA800,DC5V-9V,3A/2.7"
GH39-02067A,DATA LINK CABLE-EP-DG770BBE
3722-004150,JACK-USB
GH82-22134D,"SVC ASSY SMT-OCTA (E/LB/PF),SM-G986"
GH98-45005D,ASSY SIM TRAY-DUAL_LB
GH81-17178A,"SVC JDM OCTA-ASSY(E/BLK);SM-T295,SVC;712"
GH81-17335A,SVC JDM-REAR ZK_SM-T295_COMMON TYPE 1;SM
GH42-06215A,ANTENNA COIL-SM-G975F
GH82-19455B,SVC COVER ASSY-REAR
GH39-02018A,DATA LINK CABLE-EP-DT725BBE
GH82-22860A,"SVC ASSY SMT-LCD(E/ZK),SM-A415F,SER,SVC"
GH98-45511A,ASSY CASE-REAR(NFC)_ZK
GH82-22585A,SVC COVER ASSY-B/G;COMM1_EUR_ZK_A415;SM-
GH59-15263A,CON TO CON FPCB-SM-A415F
GH82-18849C,SVC ASSY SMT-OCTA(E/ZB)
GH82-24219A,"SVC ASSY SMT-OCTA(E/ZB/PF)SM-G780F,SER"
GH82-24214A,"SVC ASSY SMT-OCTA(E/ZB/PF)SM-G781B,EUB"
GH82-23495B,SVC ASSY SMT-OCTA(E/ZN/PF)SM-N980F
GH82-23596D,"SVC ASSY SMT-OCTA(E/ZN/PF)N986B,"
GH82-22068A,SVC COVER ASSY-B/G
GH82-24263A,SVC COVER ASSY-B/C_COMM 1_ZB_G780
GH82-24223A,SVC COVER ASSY-B/C_COMM 1_ZB_G781
GH82-23298B,SVC COVER ASSY-B/G_COMMON_N980_ZN
GH82-23299B,SVC COVER ASSY-B/G_COMMON_N981_ZN
GH82-23281D,SVC COVER ASSY-B/G
GH98-45070A,ASSY SIM TRAY-DUAL_ZA
GH98-45005E,ASSY SIM TRAY-DUAL_ZA
GH98-45080B,ASSY SIM TRAY-DUAL_ZA
GH98-46007A,ASSY SIM TRAY-DUAL
GH98-45734B,ASSY SIM TRAY-DUAL_ZN
GH98-45806D,ASSY SIM TRAY-DUAL NIS_ZN
GH82-24205A,"SVC BATT ASSY-MAIN,G781V,EB-BG781ABY,30"
GH82-23496A,"SVC BATT ASSY-MAIN,N981B,EB-BN980ABY,30"
GH82-23333A,"SVC BATT ASSY-MAIN,N986B,EB-BN985ABY,30"
GH02-19786A,TAPE DOUBLE FACE-BG_WP
GH81-19848A,A/S-TAPE WP BACK GLASTIC_SVC
GH82-23535A,"A/S REPAIR KIT-SVC;SM-N981,GLOBAL KIT;S;"
GH82-23394A,"A/S REWORK KIT-SVC;SM-N986,GLOBAL KIT;S;"
GH02-19784A,TAPE DOUBLE FACE-BATTERY
GH02-19783A,TAPE DOUBLE FACE-FRONT_MID
GH82-22121A,"SVC PBA-MAIN(COMM)SM-G981B/128,EUA,SVC"
GH82-22270A,"SVC PBA-MAIN(COMM)SM-G988B/128,EUA,SVC;S"
GH82-24308A,SVC PBA-MAIN(COMM)SM-G780F/6+128GB
GH82-24213A,"SVC PBA-MAIN(COMM)SM-G781B/6+128GB,EUB,S"
GH82-23500A,"SVC PBA-MAIN(COMM)SM-N980F(8+256GB),EUX"
GH82-23494A,"SVC PBA-MAIN(COMM)SM-N981B(8+256GB),EUX;"
GH82-23331A,"SVC PBA-MAIN(COMM)SM-N986B_256+12GB,EUX"
GH96-13917A,ASSY SUB PBA-USB_SM-G780F
GH96-13848A,ASSY SUB PBA-USB_SM-G781B
GH96-13562A,ASSY SUB PBA-SM_N981B
GH96-13570A,ASSY SUB PBA-SM-N986B
GH82-23596C,"SVC ASSY SMT-OCTA(E/ZW/PF)N986B,"
GH39-01991A,"CBF COAXIAL CABLE-A505F,177.3MM,WHITE"
GH39-01992A,"CBF COAXIAL CABLE-A505F,131MM,BLUE"
GH82-23543C,SVC CASE ASSY-CRADLE_COMM1_ZN (EP-QR180)
GH82-21976A,"SVC PBA-MAIN(COMM),SM-A515F/1DN,SVC"
GH98-45033C,ASSY CASE-REAR
GH59-15236A,UNIT-FRC FPCB_SM-G988U
GH59-15214A,UNIT-CTC FPCB_SM-G988B
GH96-13020A,ASSY CAMERA-QUAD (SM-A515FM)
GH96-12253A,"ASSY SUB OLED-4.6"" HD+ F900U BLK WO L AG"
GH82-23868A,"SVC BATT ASSY-MAIN,SUB,EB-BF700ABY,30,SV"
GH82-21331A,SVC COVER ASSY-REAR
GH39-02057A,"CBF COAXIAL CABLE-N770F,113.0MM,WHITE"
GH39-02058A,"CBF COAXIAL CABLE-N770F,117.2MM,BLUE"
GH96-13047A,ASSY SPEAKER-SM-N770F
GH96-13380A,ASSY INHOUSE SCLCD-SUB UB DISPLAY
GH82-17794A,SVC PBA-MAIN(SVC/COMM)
GH82-22988A,"SVC ASSY SMT-LCD(E/ZK),SM-A217F,SER,SVC"
GH82-22989A,"SVC BATT ASSY-EB-BA217ABY,SER,SVC"
GH96-13452A,"ASSY SUB PBA-HPCB,SM-A217"
GH82-22780A,SVC COVER ASSY-B/G_COMM1_ZK
GH97-24663A,MEA REAR-OPEN_NFC_I_GRADE_ZK
GH96-11381A,ASSY USB GENDER-TYPE C TO B(R)_USB CO
GH82-23968B,"SVC ASSY SMT-OCTA(E/ZN/PF)SM-F916B,DBT"
GH82-24137A,"SVC BATT ASSY-MAIN,SUB,EB-BF916ABY,30,SV"
GH81-19583A,"A/S-TAPE BACK COVER;SM-F916U,WP4020BR,SV"
GH82-23943A,"SVC ASSY SMT-SUB UB(E/ZK/PF),SM-F916"
GH02-21812A,TAPE DOUBLE FACE-SUB UB INNER PR
GH02-21209A,TAPE DOUBLE FACE-SUB UB
GH98-45511D,ASSY CASE-REAR(NFC)_ZB
GH82-22585D,SVC COVER ASSY-B/G;COMM1_EUR_ZB_A415;SM-
GH39-02007A,"CBF COAXIAL CABLE-A202F,94.6MM,BLUE"
GH39-02006A,"CBF COAXIAL CABLE-A202F,125.0MM,WHITE"
GH82-10272A,SVC COVER ASSY-REAR_UNIT_OPEN(WIFI/ZK)_S
GH96-13084A,ASSY CAMERA-12M FF(SM-G981B)
GH81-18831A,A/S-TAPE BACK COVER ALL_SVC
GH82-18410E,SVC COVER ASSY-B/G
GH82-23968A,"SVC ASSY SMT-OCTA(E/ZK/PF)SM-F916B,DBT"
GH02-22215A,TAPE DOUBLE FACE-SUB UB 3
GH02-22061A,TAPE DOUBLE FACE-SUB UB 2
GH82-21653A,SVC COVER ASSY-B/G
GH82-22248A,"SVC ASSY SMT-OCTA(SVC/E/ZK),SM-A715"
GH82-18378C,SVC COVER ASSY-B/G
GH59-15279A,CON TO CON FPCB-SM-A217F
GH96-13379A,ASSY SUB PBA-SM-A415F
GH82-14593A,SVC COVER ASSY-SVC REAR_COMMON TYPE 1_DS
GH39-01989A,"CBF COAXIAL CABLE-M105F,145.5MM,WHITE"
GH39-01990A,"CBF COAXIAL CABLE-M105F,108.2MM,BLUE"
GH82-24263C,SVC COVER ASSY-B/C_COMM 1_LV_G780
GH96-13920A,"ASSY CAMERA-1/4.4""_8M(SM-G780F)"
GH02-16620A,TAPE DOUBLE FACE-PLATE BRK
GH82-23847A,A/S CH SET-E SM-R180NZNAEUA(R)
GH82-23845A,A/S CH SET-E SM-R180NZNAEUA(L)
GH82-22405A,"SVC ASSY SMT-OCTA(E/ZB)SM-M315,INS,AS"
GH82-22406A,"SVC BATT ASSY-MAIN,M315,EB-BM207ABY,30"
GH82-22412C,SVC COVER ASSY-B/G;COMM1_DBT_ZK_M315_VN;
GH39-02064A,DATA LINK CABLE-EP-DF700BBE
GH96-13291A,ASSY SPEAKER-SM-F700F
GH96-13071A,IF SUB PBA ASSY-SM-F700F
GH82-22206A,"SVC PBA-MAIN(COMM)SM-F700F/256,ITV,SVC"
GH02-12008A,TAPE INSULATION-BATTERY HANDLE
GH96-13052A,ASSY CAMERA-12M AF/64M AF(SM-G981B)
GH82-22780B,SVC COVER ASSY-B/G_COMM1_ZW
GH82-22987A,"SVC PBA-MAIN(COMM)SM-A217F/32,3GB,SER,;S"
GH97-24663B,MEA REAR-OPEN_NFC_I_GRADE_ZW
GH59-15216A,MIC FPCB-SM_G981U
GH59-15377A,CON TO CON FPCB-SM-G981N
GH96-12139A,"ASSY CAMERA-1/2.78""_24M(SM-A750FN)"
GH82-22112A,SVC COVER ASSY-B/G
GH82-22204B,SVC COVER ASSY-B/G;COMM1_ZP_F700F/DS;SM-
GH96-13380B,ASSY INHOUSE SCLCD-SUB UB DISPLAY_ZP
GH02-21159A,TAPE DOUBLE FACE-MAIN WINDOW R
GH82-23407A,"SVC ASSY SMT-OCTA(E/ZK)SM-T976B,EUB,SVC"
GH82-23279A,SVC COVER ASSY-REAR_COMM1_ZK
GH43-05018A,"INCELL BATTERY PACK-EB-BT975ABY,9800,30"
GH02-21156A,TAPE DOUBLE FACE-MAIN WINDOW TOP
GH02-21157A,TAPE DOUBLE FACE-MAIN WINDOW BTM
GH02-21158A,TAPE DOUBLE FACE-MAIN WINDOW L
GH59-15198A,HEADSET-BLACK_SM-G976B
1001-002046,IC-RF SWITCH
6001-003420,"SCREW-MACHINE;SWRCH18A,ZN-NI(SIL),L4,M1."
6001-003421,SCREW-MACHINE
6001-003373,SCREW-MACHINE
GH96-13108A,ASSY US FP-INDISPLAY
3001-002860,SPEAKER
GH82-24219D,SVC ASSY SMT-OCTA(E/ZG/PF)SM-G780F
GH82-24641A,"SVC ASSY SMT-LCD(E/ZK),SM-A217F,EUA"
GH96-12918A,ASSY SPEAKER-SM_A715F
GH59-15112A,"UNIT-CTC FPCB,SM-N971N"
GH59-15137A,"UNIT-FRC FPCB,SM-N971N"
GH96-12726A,"ASSY CAMERA-1/2.55""_12M(SM-N970F)"
GH82-22217C,SVC COVER ASSY-B/G_COMM1_G988_ZW_ALL;SM-
GH82-22271C,"SVC ASSY SMT-OCTA (E/ZW/PF), SM-G988"
GH81-19738A,SVC JDM-COVER BACK_WIFI_ZD_COMM_T500
GH81-19679A,SVC JDM-TAPE_BATTERY_SM-T500_SVC
GH81-19691A,SVC JDM BATT-SCUD-WT-N19_SM-T500
GH81-19690A,SVC JDM OCTA-ASSY(E/ZD)SM-T500/505_SVC
GH59-15187A,CON TO CON FPCB-SM_A908N
GH96-12799A,ASSY MODULE-OPTICAL FINGER PRINT (A908N)
GH96-12904A,ASSY SPEAKER-SM_A908N
GH82-22985A,"SVC PBA-MAIN (COMM), SM-A415F/64DN"
GH82-24375A,"SVC ASSY SMT-OCTA(E/ZK),SM-A426B,EUE"
GH82-24377A,"SVC BATT ASSY-EB-BA426ABY,EUE,4860,30"
GH97-25855A,MEA REAR-OPEN_I GRADE_ZK
GH81-19692A,A/S-SVC TAPE-DOUBLEFACE-BACK COVER
GH82-24374A,"SVC PBA-MAIN(COMM)SM-A426B_128_4GB,EUE;S"
GH59-15384A,CON TO CON FPCB-CTC PBA_SM-A426B
GH39-02062A,DATA LINK CABLE-EP-DG980BWE
GH82-21039A,SVC COVER ASSY-REAR
GH43-04968A,"INCELL BATTERY PACK-EB-BR830ABY,240,30"
GH82-21103A,"SVC PBA-MAIN(COMM)SM-R830/4,DBT,SVC"
GH82-22347A,SVC ASSY SMT-OCTA(SVC/E/ZK/PF)SM-F700
GH82-24597A,"A/S REWORK KIT-SVC;SM-G998,GLOBAL KIT;S;"
GH82-24591B,"SVC LCD ASSY-OCTA KIT(E/ZS/PF)G998B,EUE"
GH82-23596A,"SVC ASSY SMT-OCTA(E/ZK/PF)N986B,"
GH96-13546A,ASSY STYLUS PEN-SM-N986N_KOR
GH02-17788A,TAPE DOUBLE FACE-BATT BRACKET
GH43-05016A,"INCELL BATTERY PACK-EB-BA217ABY,4900,30;"
GH39-02091A,DATA LINK CABLE-EP-DG780BWE
GH59-15385A,CON TO CON FPCB-SM-G781V
GH59-15214A ,UNIT-CTC FPCB_SM-G988B
GH82-24591A,"SVC LCD ASSY-OCTA KIT(E/ZK/PF)G998B,EUX"
GH43-05028A,"INCELL BATTERY PACK-EB-BT875ABY,7760,30"
GH02-21546A,TAPE DOUBLE FACE-BATTERY SIDE
GH02-21545A,TAPE DOUBLE FACE-BATTERY TB
GH59-15354A,CON TO CON FPCB-LCD
GH02-21321A,TAPE DOUBLE FACE-MAIN WINDOW L
GH02-21320A,TAPE DOUBLE FACE-MAIN WINDOW R
GH02-21319A,TAPE DOUBLE FACE-MAIN WINDOW BTM
GH02-21318A,TAPE DOUBLE FACE-MAIN WINDOW TOP
GH97-22270E,"SVC ASSY SMT-OCTA(SVC/E/ZP/PF),SM-N960F"
GH82-17588A,"SVC PBA-MAIN(SVC/COMM),SM-N960F/128,PHE"
GH82-23119A,SVC PBA-MAIN(SVC/COMM)SM-A217F/32;SM-A21
GH97-24663C,MEA REAR-OPEN_NFC_I_GRADE_ZB
GH82-24490A,"SVC ASSY SMT-LCD(E/ZK)SM-A125F,SER"
GH82-24487A,SVC COVER ASSY-REAR_COMM1_ZK
GH96-14044A,ASSY SUB PBA-SM-A125F
GH42-06699A,ANTENNA-MAIN (SM-A125F)
GH82-24631A,"SVC PBA-MAIN(COMM)SM-A125F/64,4GB,CAU;SM"
GH82-23100B,"SVC ASSY SMT-LCD(E/ZW), SM-A516B"
GH82-22889A,"SVC BATT ASSY-EB-BA516ABY,KOC,SVC"
GH96-13456A,ASSY SUB PBA-SM-A516N
GH59-15282A,CON TO CON FPCB-FRC (SM-A516N)
GH82-22938B,SVC COVER ASSY-B/G_COMM1_A516_ZW_ALL;SM-
GH82-24544B,"SVC ASSY SMT-OCTA(E/ZV/PF)SM-G991B,ATS"
GH82-24537A,"SVC BATT ASSY-EB-BG991ABY,VZW,3880,30"
GH82-24549A,"A/S REPAIR KIT-SVC;SM-G991,GLOBAL KIT;S;"
GH82-25728A,SVC IF PBA-SM-G981N_CTC  FPCB_SVC
GH59-15191A,UNIT-CTC FPCB_SM-G770F
GH96-13860A,"ASSY VT CAMERA-1/2.74""_32M(SM-G780F)"
